schooldbn,locationname,final_address,borough,district,prek_type,phone,contact_name,contact_email,website,meals,play,income_flg,uniforms,singlegender,programname1,programname2,programname3,programcode1,programcode2,programcode3,nyceec_current_all,nyceec_current_some,nyceec_current_none,nyceec_siblings_all,nyceec_siblings_some,nyceec_siblings_none,nyceec_services_all,nyceec_services_some,nyceec_services_none,nyceec_targetlang_all,nyceec_targetlang_some,nyceec_targetlang_none,nyceec_others_all,nyceec_others_some,nyceec_others_none,district_zonedsib_all,district_zonedsib_some,district_zonedsib_none,district_otherzone_all,district_otherzone_some,district_otherzone_none,district_districtsibs_all,district_districtsibs_some,district_districtsibs_none,district_outdissibs_all,district_outdissibs_some,district_outdissibs_none,district_indistrict_all,district_indistrict_some,district_indistrict_none,district_outdistrict_all,district_outdistrict_some,district_outdistrict_none,pkc_indistrict_all,pkc_indistrict_some,pkc_indistrict_none,pkc_outdistrict_all,pkc_outdistrict_some,pkc_outdistrict_none,lpga,halfday_offers,bus,subway_stop,rezoning,specialpriority,magnet,diversity,earlydropoff,latepickup,flexschedule,iepnote,enhancedlang_note,accessibility,seats,hours,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
26QBEQ,Apple Tree Day Care Center,"7320 Bell Boulevard, Queens NY 11364",Queens,26,NYCEEC,718-264-1588,Jennifer Santamaria,lichen.appletree@gmail.com,,Breakfast/Lunch,Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,26QBEQFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q27, Q46, Q88",,,,,,7am,6:30pm,,,,Contact program,38 Full-Day,8:30am-2:50pm,11364,40.740318,-73.758059,11,23,129103,4439704,4077320050,Oakland Gardens                                                            
26QBGK,Kon Gen International Preschool,"196-25 42nd Avenue, Queens NY 11358",Queens,26,NYCEEC,718-281-2338,Mahwish Dhanpat,kongenbayside@gmail.com,,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBGKFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q13, Q28, Q31, Q76",,,,,,7:45am,6pm,,,Enhanced Language Support: Chinese,Contact program,90 Full-Day,8:30am-2:50pm,11358,40.759795,-73.785465,11,19,1181,4000000,4053610010,Auburndale                                                                 
26QBGS,Ivy League Early Learning Academy,"6158 Springfield Boulevard, Queens NY 11364",Queens,26,NYCEEC,718-352-8972,Christina Nicolas,bayside@ivyprep.org,ivyleagueearlylearning.com,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBGSFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q27, Q30, Q88",,,,,,6:30am,6:30pm,,,,Contact program,54 Full-Day,8:30am-2:50pm,11364,40.748777,-73.756556,11,23,1367,4162215,4076100040,Oakland Gardens                                                            
26QBGV,Apple Tree Day Care Center (197th Street),"7312 197th Street, Queens NY 11366",Queens,26,NYCEEC,718-310-0471,Li Chen,lichen.appletree@gmail.com,,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBGVFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q17, Q46, Q76, Q88",,,,,,7am,6pm,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,12 Full-Day,8:30am-2:50pm,11366,40.735261,-73.775,8,23,1333,4154430,4071840011,Fresh Meadows-Utopia                                                       
26QBHM,Immanuel Genius,"253-01 Northern Boulevard, Queens NY 11362",Queens,26,NYCEEC,718-877-3001,Rachel Park,immanuellittleneck@gmail.com,immanuelgenius.com,Breakfast/Lunch/Snack(s),Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,26QBHMFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q36",,,,,,7:30am,6pm,,,,Contact program,36 Full-Day,8:30am-2:50pm,11362,40.770787,-73.735409,11,19,1479,4169413,4081320056,Douglas Manor-Douglaston-Little Neck                                       
26QBHN,Leading Kids Preschool,"44-07 Little Neck Parkway, Queens NY 11363",Queens,26,NYCEEC,718-229-6400,Julie Hong,leadingkidspreschool@gmail.com,leadingkidspreschool.com,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBHNFDPK,,,x,,,x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q36",,,,,,,6pm,,,Enhanced Language Support: Korean,Contact program,17 Full-Day,8:40am-3pm,11363,40.770713,-73.736269,11,19,1479,4169414,4081320058,Douglas Manor-Douglaston-Little Neck                                       
26QBJE,Morning Star Preschool,"47-24 Bell Boulevard, Queens NY 11361",Queens,26,NYCEEC,718-229-0206,Lila Wong,311.morningstar@gmail.com,,Breakfast/Lunch/Snack(s),Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,26QBJEFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q13, Q27, Q31",,,,,,7:30am,6pm,,,,Contact program,32 Full-Day,8:30am-2:50pm,11361,40.756504,-73.767518,11,19,1447,4157333,4073300035,Bayside-Bayside Hills                                                      
26QBJX,Divine Wisdom Catholic Academy,"56-10 214th Street, Queens NY 11364",Queens,26,NYCEEC,718-225-8795,Sylvia Roccia,dwisdom@dwcaonline.org,dwcaonline.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBJXFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q27, Q30, Q31",,,,,,7am,6pm,,,,Contact program,54 Full-Day,8am-2:20pm,11364,40.750221,-73.764732,11,23,1399,4438331,4074420001,Bayside-Bayside Hills                                                      
26QBLV,Rainbow - Little Neck,"250-21 Northern Boulevard, Queens NY 11362",Queens,26,NYCEEC,718-225-8600,Christine Ye,info@rainbowchildlearning.com,rainbowchildlearning.com,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBLVFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q30, Q36, QM3",,,,,,8am,6pm,,,,Contact program,36 Full-Day,8:30am-2:50pm,11362,40.768818,-73.737063,11,19,1479,4169388,4081290089,Douglas Manor-Douglaston-Little Neck                                       
26QBMZ,The Learning Experience - Bayside,"215-15 Northern Boulevard, Queens NY 11361",Queens,26,NYCEEC,718-224-1760,Lucy Lugones,bayside@tlechildcare.com,thelearningexperience.com/our-centers/ny/bayside/bayside,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBMZFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q13, Q27, Q31",,,,,,6:30am,6:30pm,,,,Contact program,36 Full-Day,8:30am-2:50pm,11361,40.760593,-73.766977,11,19,1471,4138467,4063087501,Bayside-Bayside Hills                                                      
27Q042,P.S./M.S. 42 R. Vernam,"488 Beach 66th Street, Queens NY 11692",Queens,27,District School,718-634-7914,Patricia Finn,PFinn3@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q042,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q042FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q22, Q52, QM17",A,,,,,,,,,,Partially Accessible,54 Full-Day,Contact program,11692,40.594538,-73.795304,14,31,964,4302817,4160390014,Hammels-Arverne-Edgemere                                                   
27Q043,P.S. 43,"160 Beach 29th Street, Queens NY 11691",Queens,27,District School,718-327-5860,Simone A. Nicholas,snicholas3@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q043,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q043FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q113, Q114, Q22, QM17",A,,,,,,,,,,Fully Accessible,72 Full-Day,8am-2:20pm,11691,40.593834,-73.76174,14,31,99802,4467711,4158200001,Far Rockaway-Bayswater                                                     
27Q045,P.S. 45 Clarence Witherspoon,"126-28 150th Street, Queens NY 11436",Queens,27,District School,718-480-2500,Cathy Gomillion,cgomillion@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q045,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q045FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q111, Q40, Q6, Q7",,,,,,,,,,,Not Accessible,36 Full-Day,8:10am-2:30pm,11436,40.672727,-73.788164,12,28,788,4262725,4121040001,Baisley Park                                                               
27Q047,P.S. 47 Chris Galas,"9 Power Road, Queens NY 11693",Queens,27,District School,718-634-7167,Heather Lorenz,hlorenz@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q047,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q047FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q52, Q53, QM16, QM17",A S,,,,,,,,,,Partially Accessible,18 Full-Day,8:10am-2:30pm,11693,40.606353,-73.820445,14,32,107201,4448968,4153130485,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
27Q051,P.S. 51,"87-45 117th Street, Queens NY 11418",Queens,27,District School,718-850-0738,Andrea Kelly,AKelly8@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q051,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q051FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q10, Q24, Q37, Q55, Q56, QM18",J Z,,Prioritizes siblings from 27Q051 and 27Q056,,,,,,,,Fully Accessible,36 Full-Day,8am-2:20pm,11418,40.699015,-73.832356,9,29,122,4449704,4093270026,Richmond Hill                                                              
27Q060,P.S. 60 Woodhaven,"91-02 88th Avenue, Queens NY 11421",Queens,27,District School,718-441-5046,Frank Desario,fdesari@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q060,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,27Q060FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q11, Q21, Q24, Q52, Q53, Q56, QM15",J Z,,,,,7:30am,,,,,Partially Accessible,72 Full-Day,8am-2:20pm,11421,40.692179,-73.852636,9,32,18,4184144,4089290058,Woodhaven                                                                  
27Q062,P.S. 62 Chester Park School,"97-25 108th Street, Queens NY 11419",Queens,27,District School,718-286-4460,Angela Odowd,AODowd2@schools.nyc.gov,ps062.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q062FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q112, Q24, Q37, Q8",A,,,This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Computer Science and Innovation.,,Contact program for time,,,,,Partially Accessible,36 Full-Day,Contact program,11419,40.68867,-73.836205,9,28,110,4197909,4094100001,Richmond Hill                                                              
27Q063,P.S. 63 Old South,"90-15 Sutter Avenue, Queens NY 11417",Queens,27,District School,718-845-7560,Yolanda Arroyo,dmarino@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q063,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q063FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B15, BM5, Q11, Q112, Q21, Q37, Q41, Q52, Q53, Q7, Q8, QM15",A,,,,,,,,,,Partially Accessible,54 Full-Day,8:05am-2:25pm,11417,40.67641,-73.846773,10,32,54,4190727,4091550025,Ozone Park                                                                 
27Q066,P.S. 66 Jacqueline Kennedy Onassis,"85-11 102nd Street, Queens NY 11418",Queens,27,District School,718-558-2810,Helen Desario,Hdesario@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q066,Breakfast/Lunch,Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,27Q066FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BM5, Q11, Q21, Q37, Q52, Q53, Q55, Q56, QM15",J Z,,,,,,,,,,Not Accessible,36 Full-Day,8:15am-2:35pm,11418,40.697836,-73.846558,9,32,24,4191497,4091830001,Richmond Hill                                                              
27Q090,P.S. 90 Horace Mann,"86-50 109th Street, Queens NY 11418",Queens,27,District School,718-847-3370,Adrienne Ubertini,AUberti@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q090,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q090FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q10, Q24, Q37, Q55, Q56, QM18",J Z,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,11418,40.697033,-73.839213,9,32,128,4192167,4092040028,Richmond Hill                                                              
27Q096,P.S. 96,"130-01 Rockaway Boulevard, Queens NY 11420",Queens,27,District School,718-529-2547,Vivian Eweka,veweka@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q096,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q096FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q10, Q37, Q40, Q7, Q9, QM18",,,,,,Contact program,Contact program,,,,Not Accessible,36 Full-Day,Contact program,11420,40.674991,-73.808371,10,28,180,4253028,4116940027,South Ozone Park                                                           
27Q097,P.S. 97 Forest Park,"85-52 85th Street, Queens NY 11421",Queens,27,District School,718-849-4870,Marilyn Custodio,MCustod@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q097,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q097FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q11, Q21, Q52, Q53, Q56, QM15",J Z,,,,,,,,,,Partially Accessible,36 Full-Day,Contact program,11421,40.694518,-73.859659,9,32,12,4181565,4088550020,Woodhaven                                                                  
27Q100,P.S. 100 Glen Morris,"111-11 118th Street, Queens NY 11420",Queens,27,District School,718-558-1510,Laureen Fromberg,lfrombe@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q100,Breakfast/Lunch,Contact program,,No,,Full-Day Program,,,27Q100FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,,x,,,,x,,,x,,,x,,,,,,,,,"Q10, Q112, Q37, Q41, Q7, QM18",A,,,,,,,,,,Partially Accessible,72 Full-Day,8:15am-2:35pm,11420,40.679984,-73.822078,10,28,102,4250416,4116230001,South Ozone Park                                                           
27Q104,P.S. 104 The Bays Water,"26-01 Mott Avenue, Queens NY 11691",Queens,27,District School,718-327-1910,Kathleen Grady,kgrady@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q104,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q104FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,Q22,A,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,11691,40.608467,-73.764548,14,31,100801,4442313,4156930001,Far Rockaway-Bayswater                                                     
27Q105,P.S. 105 The Bay School,"420 Beach 51st Street, Queens NY 11691",Queens,27,District School,718-474-8615,Laurie Shapiro,lshapir@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q105,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q105FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q22, QM17",A,,,,,7:45am,,,,,Not Accessible,36 Full-Day,Contact program,11691,40.595779,-73.781876,14,31,97203,4302397,4159740003,Hammels-Arverne-Edgemere                                                   
27Q106,P.S. 106,"180 Beach 35th Street, Queens NY 11691",Queens,27,District School,718-327-5828,Rachelle Legions,rlegions@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q106,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,27Q106FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q22, QM17",A,,,,,,,,,,Not Accessible,18 Full-Day,8:20am-2:40pm,11691,40.593779,-73.767199,14,31,992,4441244,4158610035,Hammels-Arverne-Edgemere                                                   
27Q108,P.S. 108 Captain Vincent G. Fowler,"108-10 109th Avenue, Queens NY 11420",Queens,27,District School,718-558-2700,Melissa Fischetto,MFischetto@schools.nyc.gov,ps108q.com,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q108FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"Q112, Q37, Q41, Q7",A,,,,,,,,,,Partially Accessible,36 Full-Day,7:50am-2:10pm,11420,40.679584,-73.831547,10,28,96,4247572,4114750011,South Ozone Park                                                           
27Q114,P.S./M.S. 114 Belle Harbor,"134-01 Cronston Avenue, Queens NY 11694",Queens,27,District School,718-634-3382,Stephen Grill,SGrill2@schools.nyc.gov,schools.nyc.gov/SchoolPortals/27/Q114,Contact program,Contact program,,Contact program,,Full-Day Program,,,27Q114FDPK,,,,,,,,,,,,,,,,,,x,,,,,x,,,x,,,,,,x,,,x,,,,,,,,,"Q22, Q35, QM16",,,,,,,,,,,Partially Accessible,36 Full-Day,Contact program,11694,40.578261,-73.854403,14,32,928,4305615,4162570001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
27Q123,P.S. 123,"145-01 119th Avenue, Queens NY 11436",Queens,27,District School,718-529-4300,Anthony Hooks,AHooks@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q123,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q123FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,,,x,,,,,,,,,"Q40, Q6, Q7, QM21",,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,11436,40.678296,-73.79562,12,28,18402,4260828,4120190010,Baisley Park                                                               
27Q146,P.S. 146 Howard Beach,"98-01 159th Avenue, Queens NY 11414",Queens,27,District School,718-659-3140,Coleen Mainieri,mkeegan@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q146,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q146FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"B15, Q11, Q21, Q41, Q52, Q53, QM15, QM16, QM17",A,,,,,,,,,,Not Accessible,18 Full-Day,8:10am-2:30pm,11414,40.659873,-73.835068,10,32,884,4295163,4141680016,Lindenwood-Howard Beach                                                    
27Q155,P.S. 155,"130-02 115th Avenue, Queens NY 11420",Queens,27,District School,718-529-0767,Gregory Jacobs,GJacobs@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q155,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q155FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q10, Q41, Q7, Q9, X63",,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,11420,40.67956,-73.8106,10,28,176,4252357,4116730001,South Ozone Park                                                           
27Q183,P.S. 183 Dr. Richard R. Green,"2-45 Beach 79th Street, Queens NY 11693",Queens,27,District School,718-634-9459,Jessica Romero,jromero6@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q183,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q183FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q22, Q52, QM17",A S,,,,,,,,,,Not Accessible,18 Full-Day,8am-2:20pm,11693,40.589508,-73.805361,14,31,94202,4303354,4161120001,Hammels-Arverne-Edgemere                                                   
27Q197,P.S. 197 The Ocean School,"825 Hicksville Road, Queens NY 11691",Queens,27,District School,718-327-1083,Christina Villavicencio,cvillav@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q197,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q197FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q113, Q114, Q22, QM17",,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,11691,40.600199,-73.743968,14,31,101002,4298856,4155970001,Far Rockaway-Bayswater                                                     
27Q207,P.S. 207 Rockwood Park,"159-15 88th Street, Queens NY 11414",Queens,27,District School,718-848-2700,Chrysanthi Alifieris,Califieris@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q207,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q207FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q21, Q41, Q52, Q53, QM15, QM16, QM17",,,,,,7:45am,5:30pm,,,,Partially Accessible,54 Full-Day,8am-2:20pm,11414,40.658089,-73.844432,10,32,892,4293311,4140090060,Lindenwood-Howard Beach                                                    
27Q223,P.S. 223 Lyndon B. Johnson,"125-20 Sutphin Boulevard, Queens NY 11434",Queens,27,District School,718-558-2900,Deborah Otto,dotto@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q223,Contact program,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q223FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q111, Q40, Q6, Q7",,,,,,,,,,,Partially Accessible,36 Full-Day,Contact program,11434,40.674519,-73.789399,12,28,18401,4261713,4120510001,Baisley Park                                                               
27Q253,P.S. 253,"1307 Central Avenue, Queens NY 11691",Queens,27,District School,718-327-0895,Phoebe Grant Robinson,jfougere@schools.nyc.gov,ps253q.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q253FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q113, Q114, Q22, QM17",A,,,,,,,,,,Fully Accessible,36 Full-Day,8am-2:20pm,11691,40.60729,-73.7494,14,31,103202,4297972,4155410001,Far Rockaway-Bayswater                                                     
27Q254,P.S. 254 The Rosa Parks School,"84-40 101st Street, Queens NY 11418",Queens,27,District School,718-520-7878,Pamela Markham,pmarkha2@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q254,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,27Q254FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BM5, Q11, Q21, Q37, Q52, Q53, Q55, Q56, QM15",J Z,,,This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Leadership Development and the Arts.,,,,,,,Fully Accessible,36 Full-Day,8:30am-2:50pm,11418,40.697961,-73.84796,9,32,24,4191296,4091770023,Richmond Hill                                                              
27Q273,P.S. 273,"88-07 102nd Street, Queens NY 11418",Queens,27,District School,718-286-8300,Brenda Ward,BWard2@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q273,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q273FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q11, Q21, Q24, Q37, Q52, Q53, Q56, QM15",J Z,,,,,,,,,,Fully Accessible,36 Full-Day,Contact program,11418,40.693606,-73.844631,9,32,28,4539360,4092880101,Richmond Hill                                                              
27Q306,New York City Academy for Discovery,"95-16 89th Avenue, Queens NY 11421",Queens,27,District School,718-441-2165,Cheryl Ann Leone,CLeone8@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q306,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q306FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q11, Q21, Q24, Q52, Q53, Q56, QM15",J Z,,,,,,,,,,Fully Accessible,36 Full-Day,Contact program,11421,40.691765,-73.849006,9,32,20,4538070,4089750100,Woodhaven                                                                  
27Q316,Queens Explorers Elementary School,"90-07 101st Avenue, Queens NY 11416",Queens,27,District School,718-558-7088,Melissa Compson,MCompso@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q316,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,27Q316FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"Q11, Q112, Q21, Q24, Q41, Q52, Q53, Q7, Q8, QM15",A,,This is a non-zoned school,This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Global Conservation and Service Learning.,,,,,,,Fully Accessible,100 Full-Day,Contact program,11416,40.683104,-73.850121,9,32,38,4541381,4090640031,Woodhaven                                                                  
